tracking_state,pos_x,pos_y,pos_z,q_x,q_y,q_z,q_w
TrackingState.NOT_READY,0.0,0.0,0.0,-0.0926302894949913,0.002979796379804611,0.0008637370774522424,0.9956957697868347
TrackingState.NOT_READY,0.0,0.0,0.0,-0.06838254630565643,-0.016750995069742203,0.03380100056529045,0.9969456791877747
TrackingState.READY,0.0,0.0,0.0,-0.015743428841233253,-0.015376538969576359,0.08358544856309891,0.9962576031684875
TrackingState.READY,0.0,0.0,0.0,0.019885165616869926,-0.008777515031397343,0.12986135482788086,0.9912938475608826
TrackingState.READY,0.0,0.0,0.0,0.03566529601812363,-0.004062092863023281,0.17164845764636993,0.9845041036605835
TrackingState.READY,0.0,0.0,0.0,0.023378072306513786,-0.009455753490328789,0.20867939293384552,0.9776589274406433
TrackingState.READY,0.0,0.0,0.0,0.010954449884593487,-0.018611252307891846,0.23659999668598175,0.9713671207427979
TrackingState.READY,0.0,0.0,0.0,0.01618967019021511,-0.015848908573389053,0.24290092289447784,0.9697864651679993
TrackingState.READY,0.0,0.0,0.0,0.018763458356261253,-0.013731535524129868,0.23116537928581238,0.9726365804672241
TrackingState.READY,0.0,0.0,0.0,0.006622512359172106,-0.014132940210402012,0.23295454680919647,0.9723623394966125
TrackingState.READY,0.0,0.0,0.0,0.000945327861700207,-0.02187291532754898,0.23297534883022308,0.9722362160682678
TrackingState.READY,0.0,0.0,0.0,-0.0013480857014656067,-0.028266221284866333,0.2329624742269516,0.9720738530158997
TrackingState.READY,0.0,0.0,0.0,-0.008721909485757351,-0.036962661892175674,0.2264331430196762,0.9732860326766968
TrackingState.READY,0.0,0.0,0.0,-0.014160601422190666,-0.04521375894546509,0.2199956178665161,0.9743495583534241
TrackingState.READY,0.0,0.0,0.0,-0.026260236278176308,-0.04016176611185074,0.20715336501598358,0.9771309494972229
TrackingState.NOT_READY,0.0,0.0,0.0,-0.039364468306303024,-0.038814496248960495,0.1975306272506714,0.9787366986274719
TrackingState.READY,0.0,0.0,0.0,-0.02295978181064129,-0.03219574689865112,0.17957735061645508,0.9829487800598145
TrackingState.READY,0.0,0.0,0.0,-0.012075108475983143,-0.026835734024643898,0.17035993933677673,0.9849424362182617
TrackingState.READY,0.0,0.0,0.0,-0.004358738660812378,-0.02137582004070282,0.157722607254982,0.9872424602508545
TrackingState.READY,0.0,0.0,0.0,-0.0014851156156510115,-0.019503049552440643,0.14807216823101044,0.9887831211090088
TrackingState.READY,0.0,0.0,0.0,-0.002009389456361532,-0.022660423070192337,0.13656961917877197,0.9903692603111267
TrackingState.READY,0.0,0.0,0.0,-0.0028075750451534986,-0.026799283921718597,0.12700486183166504,0.991536021232605
TrackingState.READY,0.0,0.0,0.0,-0.0028733208309859037,-0.023920251056551933,0.10955004394054413,0.993689239025116
TrackingState.READY,0.0,0.0,0.0,-0.005694420076906681,-0.011342454701662064,0.09555656462907791,0.9953430891036987
TrackingState.READY,0.0,0.0,0.0,-0.012672875076532364,0.0037165828980505466,0.08668161183595657,0.9961485266685486
TrackingState.READY,0.0,0.0,0.0,-0.012873123399913311,0.01893751323223114,0.06899408251047134,0.9973542094230652
TrackingState.READY,0.0,0.0,0.0,-0.01921113021671772,0.02541077323257923,0.051451295614242554,0.9981672763824463
TrackingState.READY,0.0,0.0,0.0,-0.026609936729073524,0.02458050474524498,0.031045258045196533,0.9988613128662109
TrackingState.NOT_READY,0.0,0.0,0.0,-0.029938003048300743,0.03299488127231598,0.005733017344027758,0.998990535736084
TrackingState.READY,0.0,0.0,0.0,-0.029143493622541428,0.04497171565890312,-0.030682673677802086,0.9980915784835815
TrackingState.READY,0.0,0.0,0.0,-0.034031692892313004,0.05249841883778572,-0.06451839953660965,0.995953381061554
TrackingState.READY,0.0,0.0,0.0,-0.02448037452995777,0.047462817281484604,-0.10379370301961899,0.9931640625
TrackingState.READY,0.0,0.0,0.0,-0.013565419241786003,0.0418800450861454,-0.13694721460342407,0.9895996451377869
TrackingState.READY,0.0,0.0,0.0,0.0005854932242073119,0.03772740811109543,-0.1623980849981308,0.9860036373138428
TrackingState.READY,0.0,0.0,0.0,0.011353902518749237,0.034428853541612625,-0.18016597628593445,0.9829679727554321
TrackingState.READY,0.0,0.0,0.0,0.01758000999689102,0.03148597851395607,-0.19604328274726868,0.9799319505691528
TrackingState.READY,0.0,0.0,0.0,0.02840805985033512,0.030979417264461517,-0.20939332246780396,0.976927638053894
TrackingState.NOT_READY,0.0,0.0,0.0,0.029021790251135826,0.021467221900820732,-0.2282971441745758,0.9729220271110535
TrackingState.READY,0.0,0.0,0.0,0.020459095016121864,0.03159746155142784,-0.22808310389518738,0.9729137420654297
TrackingState.NOT_READY,0.0,0.0,0.0,0.011396540328860283,0.042671266943216324,-0.22512397170066833,0.9733285307884216
TrackingState.READY,0.0,0.0,0.0,0.00916521530598402,0.0542830191552639,-0.2226196527481079,0.9733498096466064
TrackingState.NOT_READY,0.0,0.0,0.0,0.017574433237314224,0.0578126460313797,-0.2254031002521515,0.9723899960517883
TrackingState.NOT_READY,0.0,0.0,0.0,0.01794169284403324,0.05689380690455437,-0.23619812726974487,0.969871997833252
TrackingState.NOT_READY,0.0,0.0,0.0,0.0002440754178678617,0.07291081547737122,-0.24168261885643005,0.9676122665405273
TrackingState.READY,0.0,0.0,0.0,0.01156439259648323,0.06709305942058563,-0.25920137763023376,0.9634206891059875
TrackingState.READY,0.0,0.0,0.0,0.01988394185900688,0.058228325098752975,-0.27742475271224976,0.9587750434875488
TrackingState.READY,0.0,0.0,0.0,0.027522487565875053,0.053390033543109894,-0.29799404740333557,0.952675998210907
TrackingState.READY,0.0,0.0,0.0,0.030161233618855476,0.04932892322540283,-0.3139073848724365,0.9476915001869202
TrackingState.READY,0.0,0.0,0.0,0.03433208540081978,0.04324324429035187,-0.32445400953292847,0.9442886114120483
TrackingState.READY,0.0,0.0,0.0,0.0361485630273819,0.040665414184331894,-0.3310072720050812,0.942058265209198
TrackingState.NOT_READY,0.0,0.0,0.0,0.030734833329916,0.03475460037589073,-0.3417247533798218,0.9386541843414307
TrackingState.NOT_READY,0.0,0.0,0.0,0.02760019525885582,0.04352106153964996,-0.32713308930397034,0.9435719847679138
TrackingState.READY,0.0,0.0,0.0,0.016411015763878822,0.06063864007592201,-0.311909019947052,0.9480329155921936
TrackingState.READY,0.0,0.0,0.0,0.013811702840030193,0.06610448658466339,-0.29752272367477417,0.952323317527771
TrackingState.NOT_READY,0.0,0.0,0.0,0.001504881656728685,0.06811061501502991,-0.2751912772655487,0.9589725732803345
TrackingState.NOT_READY,0.0,0.0,0.0,-0.025502884760499,0.0826745331287384,-0.255369633436203,0.962964653968811
TrackingState.READY,0.0,0.0,0.0,-0.03817443177103996,0.09248006343841553,-0.2537296712398529,0.9620869755744934
TrackingState.READY,0.0,0.0,0.0,-0.03703080862760544,0.08893020451068878,-0.25178802013397217,0.9629760980606079
TrackingState.READY,0.0,0.0,0.0,-0.03784535825252533,0.0927945077419281,-0.24948890507221222,0.9631781578063965
TrackingState.READY,-0.06087334454059601,-0.028953971341252327,-0.09528621286153793,-0.02782680094242096,0.08715405315160751,-0.2590557336807251,0.9615195989608765
TrackingState.READY,-0.11193899065256119,-0.09058442711830139,-0.18672458827495575,-0.01761559583246708,0.07320994138717651,-0.26745566725730896,0.9606235027313232
TrackingState.READY,-0.15587206184864044,-0.1808171421289444,-0.28563615679740906,-0.01390114426612854,0.059380121529102325,-0.26510414481163025,0.9622892141342163
TrackingState.READY,-0.20628952980041504,-0.2696939706802368,-0.38035228848457336,-0.022502930834889412,0.052199915051460266,-0.2481318563222885,0.9670570492744446
TrackingState.READY,-0.2707153558731079,-0.3314942419528961,-0.500361979007721,-0.03652985766530037,0.05555248633027077,-0.2294318974018097,0.9710512161254883
TrackingState.READY,-0.3470720052719116,-0.369142085313797,-0.5821169018745422,-0.04407358169555664,0.05335758253931999,-0.21769531071186066,0.973560094833374
TrackingState.READY,-0.4096386134624481,-0.4103453457355499,-0.695302426815033,-0.042677924036979675,0.04083580523729324,-0.20944522321224213,0.9760347008705139
TrackingState.READY,-0.4510675370693207,-0.4318482279777527,-0.8031367659568787,-0.0558440200984478,0.05017602816224098,-0.18834252655506134,0.979229748249054
TrackingState.READY,-0.4859136939048767,-0.46845513582229614,-0.9155411124229431,-0.06560832262039185,0.05719802528619766,-0.176212877035141,0.9804962873458862
TrackingState.READY,-0.5214467644691467,-0.5191822648048401,-1.0174156427383423,-0.06876455247402191,0.0601329579949379,-0.1649402379989624,0.9820642471313477
TrackingState.READY,-0.5512325763702393,-0.5584070682525635,-1.13224458694458,-0.07048387080430984,0.06768259406089783,-0.1581752598285675,0.982563853263855
TrackingState.READY,-0.5808883309364319,-0.595216691493988,-1.253798484802246,-0.06679608672857285,0.0710325837135315,-0.16150055825710297,0.9820438623428345
TrackingState.READY,-0.6146911382675171,-0.670413076877594,-1.3550665378570557,-0.07524740695953369,0.07028133422136307,-0.1636168360710144,0.9811360239982605
TrackingState.READY,-0.6629948019981384,-0.7060655951499939,-1.4786731004714966,-0.07652565836906433,0.07007654011249542,-0.17159493267536163,0.9796878695487976
